200000,705
400000,1167
600000,1943
800000,3015
1000000,3370
200000,729
400000,1170
600000,1770
800000,2617
1000000,3403
200000,683
400000,1115
600000,2079
800000,2658
1000000,3442
200000,711
400000,1173
600000,1969
800000,2556
1000000,3254
200000,747
400000,1183
600000,1879
800000,2675
1000000,3527
